series_id,model_id,asset_code,asset_subtype,asset_type,benchmark,benchmark_code,category_code,country,country_code,dm_em,description,frequency,geography,investor_category,investor_origin,investor_subtype,investor_type,key,lag,name,origin_code,region,sector,start_date,subtype_code,type_code,update_time
JPEQFUTUTP1MIXINSSPECTA,CTA,FUTU,Futures,EQ,tp1 index,TP1,INS,Japan,JP,DM,CTA flows in TOPIX futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia/DM/Japan/EQ/Futures/Mixed/Institutional/Speculative/CTA/JPEQFUTUTP1MIXINSSPECTA.csv,1,CTA TOPIX,MIX,Asia,,10/01/2010,CTA,SPE,00:00:00
CNEQFUTUXU1MIXINSSPECTA,CTA,FUTU,Futures,EQ,xu1 index,XU1,INS,China,CN,DM,CTA flows in FTSE China A50 futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/DM/China/EQ/Futures/Mixed/Institutional/Speculative/CTA/CNEQFUTUXU1MIXINSSPECTA.csv,1,CTA FTSE China A50,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
AUEQFUTUXP1MIXINSSPECTA,CTA,FUTU,Futures,EQ,xp1 index,XP1,INS,Australia,AU,DM,CTA flows in ASX futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Oceania/DM/Australia/EQ/Futures/Mixed/Institutional/Speculative/CTA/AUEQFUTUXP1MIXINSSPECTA.csv,1,CTA ASX,MIX,Oceania,,10/01/2010,CTA,SPE,00:00:00
CNEQFUTUHI1MIXINSSPECTA,CTA,FUTU,Futures,EQ,hi1 index,HI1,INS,China,CN,EM,CTA flows in HSI futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/China/EQ/Futures/Mixed/Institutional/Speculative/CTA/CNEQFUTUHI1MIXINSSPECTA.csv,1,CTA HSI,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
CNEQFUTUHC1MIXINSSPECTA,CTA,FUTU,Futures,EQ,hc1 index,HC1,INS,China,CN,EM,CTA flows in HSCEI futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/China/EQ/Futures/Mixed/Institutional/Speculative/CTA/CNEQFUTUHC1MIXINSSPECTA.csv,1,CTA HSCEI,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
KREQFUTUKM1MIXINSSPECTA,CTA,FUTU,Futures,EQ,km1 index,KM1,INS,Korea,KR,EM,CTA flows in KOSPI 200 futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/Korea/EQ/Futures/Mixed/Institutional/Speculative/CTA/KREQFUTUKM1MIXINSSPECTA.csv,1,CTA KOSPI 200,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
USEQFUTUFA1MIXINSSPECTA,CTA,FUTU,Futures,EQ,fa1 index,FA1,INS,US,US,DM,CTA flows in S&P Mid 400 E-mini futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/CTA/USEQFUTUFA1MIXINSSPECTA.csv,1,CTA S&P Mid 400 E-mini,MIX,,,10/01/2010,CTA,SPE,00:00:00
USEQFUTURTYMIXINSSPECTA,CTA,FUTU,Futures,EQ,rty1 index,RTY,INS,US,US,DM,CTA flows in Russell 2000 E-mini futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/CTA/USEQFUTURTYMIXINSSPECTA.csv,1,CTA Russell 2000 E-mini,MIX,,,18/07/2018,CTA,SPE,00:00:00
CAEQFUTUPT1MIXINSSPECTA,CTA,FUTU,Futures,EQ,pt1 index,PT1,INS,Canada,CA,DM,CTA flows in S&P/TSX 60 I futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/Canada/EQ/Futures/Mixed/Institutional/Speculative/CTA/CAEQFUTUPT1MIXINSSPECTA.csv,1,CTA S&P/TSX 60 I,MIX,,,10/01/2010,CTA,SPE,00:00:00
BREQFUTUBZ1MIXINSSPECTA,CTA,FUTU,Futures,EQ,bz1 index,BZ1,INS,Brazil,BR,EM,CTA flows in BMF Ibovespa futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/LATAM/EM/Brazil/EQ/Futures/Mixed/Institutional/Speculative/CTA/BREQFUTUBZ1MIXINSSPECTA.csv,1,CTA BMF Ibovespa,MIX,LATAM,,10/01/2010,CTA,SPE,00:00:00
MXEQFUTUIS1MIXINSSPECTA,CTA,FUTU,Futures,EQ,is1 index,IS1,INS,Mexico,MX,EM,CTA flows in Mexbol futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/LATAM/EM/Mexico/EQ/Futures/Mixed/Institutional/Speculative/CTA/MXEQFUTUIS1MIXINSSPECTA.csv,1,CTA Mexbol,MIX,LATAM,,10/01/2010,CTA,SPE,00:00:00
EUEQFUTUVG1MIXINSSPECTA,CTA,FUTU,Futures,EQ,vg1 index,VG1,INS,Mixed,EU,DM,CTA flows in EURO STOXX 50 futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Mixed/EQ/Futures/Mixed/Institutional/Speculative/CTA/EUEQFUTUVG1MIXINSSPECTA.csv,1,CTA EURO STOXX 50,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
USFIFUTUFV1MIXINSSPECTA,CTA,FUTU,Futures,FI,fv1 comdty,FV1,INS,US,US,DM,CTA flows in UST 5Y futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUFV1MIXINSSPECTA.csv,1,CTA UST 5Y,MIX,,,10/01/2010,CTA,SPE,00:00:00
USFIFUTUTU1MIXINSSPECTA,CTA,FUTU,Futures,FI,tu1 comdty,TU1,INS,US,US,DM,CTA flows in UST 2YR futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUTU1MIXINSSPECTA.csv,1,CTA UST 2YR,MIX,,,10/01/2010,CTA,SPE,00:00:00
DEFIFUTUUB1MIXINSSPECTA,CTA,FUTU,Futures,FI,ub1 comdty,UB1,INS,Germany,DE,DM,CTA flows in BUXL 30YR futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Germany/FI/Futures/Mixed/Institutional/Speculative/CTA/DEFIFUTUUB1MIXINSSPECTA.csv,1,CTA BUXL 30YR,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
DEFIFUTURX1MIXINSSPECTA,CTA,FUTU,Futures,FI,rx1 comdty,RX1,INS,Germany,DE,DM,CTA flows in BUNDS 10YR futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Germany/FI/Futures/Mixed/Institutional/Speculative/CTA/DEFIFUTURX1MIXINSSPECTA.csv,1,CTA BUNDS 10YR,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
DEFIFUTUOE1MIXINSSPECTA,CTA,FUTU,Futures,FI,oe1 comdty,OE1,INS,Germany,DE,DM,CTA flows in BOBL 5YR futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Germany/FI/Futures/Mixed/Institutional/Speculative/CTA/DEFIFUTUOE1MIXINSSPECTA.csv,1,CTA BOBL 5YR,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
DEFIFUTUDU1MIXINSSPECTA,CTA,FUTU,Futures,FI,du1 comdty,DU1,INS,Germany,DE,DM,CTA flows in SCHATZ 2YR futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Germany/FI/Futures/Mixed/Institutional/Speculative/CTA/DEFIFUTUDU1MIXINSSPECTA.csv,1,CTA SCHATZ 2YR,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
FRFIFUTUOATMIXINSSPECTA,CTA,FUTU,Futures,FI,oat1 comdty,OAT,INS,France,FR,DM,CTA flows in OAT 10YR futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/France/FI/Futures/Mixed/Institutional/Speculative/CTA/FRFIFUTUOATMIXINSSPECTA.csv,1,CTA OAT 10YR,MIX,Europe,,13/04/2013,CTA,SPE,00:00:00
ITFIFUTUIK1MIXINSSPECTA,CTA,FUTU,Futures,FI,ik1 comdty,IK1,INS,Italy,IT,DM,CTA flows in BTP 10YR futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Italy/FI/Futures/Mixed/Institutional/Speculative/CTA/ITFIFUTUIK1MIXINSSPECTA.csv,1,CTA BTP 10YR,MIX,Europe,,10/09/2010,CTA,SPE,00:00:00
GBFIFUTUG1MIXINSSPECTA,CTA,FUTU,Futures,FI,g 1 comdty,G1,INS,UK,GB,DM,CTA flows in Gilts 10YR futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/UK/FI/Futures/Mixed/Institutional/Speculative/CTA/GBFIFUTUG1MIXINSSPECTA.csv,1,CTA Gilts 10YR,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
JPFIFUTUJB1MIXINSSPECTA,CTA,FUTU,Futures,FI,jb1 comdty,JB1,INS,Japan,JP,DM,CTA flows in JGB 10YR futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia/DM/Japan/FI/Futures/Mixed/Institutional/Speculative/CTA/JPFIFUTUJB1MIXINSSPECTA.csv,1,CTA JGB 10YR,MIX,Asia,,10/01/2010,CTA,SPE,00:00:00
USFIFUTUUXYMIXINSSPECTA,CTA,FUTU,Futures,FI,uxy1 comdty,UXY,INS,US,US,DM,CTA flows in UST 10YR Ultra futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUUXYMIXINSSPECTA.csv,1,CTA UST 10YR Ultra,MIX,,,17/01/2017,CTA,SPE,00:00:00
CAFIFUTUCN1MIXINSSPECTA,CTA,FUTU,Futures,FI,cn1 comdty,CN1,INS,Canada,CA,DM,CTA flows in CAD 10YR futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/Canada/FI/Futures/Mixed/Institutional/Speculative/CTA/CAFIFUTUCN1MIXINSSPECTA.csv,1,CTA CAD 10YR,MIX,,,10/01/2010,CTA,SPE,00:00:00
CAFXFUTUCADMIXINSSPECTA,CTA,FUTU,Futures,FX,cad curncy,CAD,INS,Canada,CA,DM,CTA flows in CAD/USD futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/Canada/FX/Futures/Mixed/Institutional/Speculative/CTA/CAFXFUTUCADMIXINSSPECTA.csv,1,CTA CAD,MIX,,,10/01/2010,CTA,SPE,00:00:00
USFXFUTUDXYMIXINSSPECTA,CTA,FUTU,Futures,FX,dxy curncy,DXY,INS,US,US,DM,CTA flows in DXY futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FX/Futures/Mixed/Institutional/Speculative/CTA/USFXFUTUDXYMIXINSSPECTA.csv,1,CTA DXY,MIX,,,10/01/2010,CTA,SPE,00:00:00
MXFXFUTUMXNMIXINSSPECTA,CTA,FUTU,Futures,FX,mxn curncy,MXN,INS,Mexico,MX,EM,CTA flows in MXN/USD futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/LATAM/EM/Mexico/FX/Futures/Mixed/Institutional/Speculative/CTA/MXFXFUTUMXNMIXINSSPECTA.csv,1,CTA MXN,MIX,LATAM,,10/01/2010,CTA,SPE,00:00:00
BRFXFUTUBRLMIXINSSPECTA,CTA,FUTU,Futures,FX,brl curncy,BRL,INS,Brazil,BR,EM,CTA flows in BRL/USD futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/LATAM/EM/Brazil/FX/Futures/Mixed/Institutional/Speculative/CTA/BRFXFUTUBRLMIXINSSPECTA.csv,1,CTA BRL,MIX,LATAM,,10/01/2010,CTA,SPE,00:00:00
GBFXFUTUGBPMIXINSSPECTA,CTA,FUTU,Futures,FX,gbp curncy,GBP,INS,UK,GB,DM,CTA flows in GBP/USD futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/UK/FX/Futures/Mixed/Institutional/Speculative/CTA/GBFXFUTUGBPMIXINSSPECTA.csv,1,CTA GBP,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
SGEQFUTUQZ1MIXINSSPECTA,CTA,FUTU,Futures,EQ,qz1 index,QZ1,INS,Singapore,SG,EM,CTA flows in MSCI Singapore futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/Singapore/EQ/Futures/Mixed/Institutional/Speculative/CTA/SGEQFUTUQZ1MIXINSSPECTA.csv,1,CTA MSCI Singapore,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
INEQFUTUNZ1MIXINSSPECTA,CTA,FUTU,Futures,EQ,nz1 index,NZ1,INS,India,IN,EM,CTA flows in NIFTY futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/India/EQ/Futures/Mixed/Institutional/Speculative/CTA/INEQFUTUNZ1MIXINSSPECTA.csv,1,CTA NIFTY,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
THEQFUTUBC1MIXINSSPECTA,CTA,FUTU,Futures,EQ,bc1 index,BC1,INS,Thailand,TH,EM,CTA flows in SET50 futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/Thailand/EQ/Futures/Mixed/Institutional/Speculative/CTA/THEQFUTUBC1MIXINSSPECTA.csv,1,CTA SET50,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
USFIFUTUWN1MIXINSSPECTA,CTA,FUTU,Futures,FI,wn1 comdty,WN1,INS,US,US,DM,CTA flows in UST Ultra Bond futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUWN1MIXINSSPECTA.csv,1,CTA UST Ultra Bond,MIX,,,11/01/2011,CTA,SPE,00:00:00
USFIFUTUUS1MIXINSSPECTA,CTA,FUTU,Futures,FI,us1 comdty,US1,INS,US,US,DM,CTA flows in UST Long Bond futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUUS1MIXINSSPECTA.csv,1,CTA UST Long Bond,MIX,,,10/01/2010,CTA,SPE,00:00:00
USFIFUTUTY1MIXINSSPECTA,CTA,FUTU,Futures,FI,ty1 comdty,TY1,INS,US,US,DM,CTA flows in UST 10YR futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUTY1MIXINSSPECTA.csv,1,CTA UST 10YR,MIX,,,10/01/2010,CTA,SPE,00:00:00
SGFXFUTUSGDMIXINSSPECTA,CTA,FUTU,Futures,FX,sgd curncy,SGD,INS,Singapore,SG,EM,CTA flows in SGD/USD forward,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/Singapore/FX/Futures/Mixed/Institutional/Speculative/CTA/SGFXFUTUSGDMIXINSSPECTA.csv,1,CTA SGD,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
JPFXFUTUJPYMIXINSSPECTA,CTA,FUTU,Futures,FX,jpy curncy,JPY,INS,Japan,JP,DM,CTA flows in JPY/USD futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia/DM/Japan/FX/Futures/Mixed/Institutional/Speculative/CTA/JPFXFUTUJPYMIXINSSPECTA.csv,1,CTA JPY,MIX,Asia,,10/01/2010,CTA,SPE,00:00:00
KRFXFUTUKRWMIXINSSPECTA,CTA,FUTU,Futures,FX,krw curncy,KRW,INS,Korea,KR,EM,CTA flows in KRW/USD forward,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/Korea/FX/Futures/Mixed/Institutional/Speculative/CTA/KRFXFUTUKRWMIXINSSPECTA.csv,1,CTA KRW,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
AUFXFUTUAUDMIXINSSPECTA,CTA,FUTU,Futures,FX,aud curncy,AUD,INS,Australia,AU,DM,CTA flows in AUD/USD futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Oceania/DM/Australia/FX/Futures/Mixed/Institutional/Speculative/CTA/AUFXFUTUAUDMIXINSSPECTA.csv,1,CTA AUD,MIX,Oceania,,10/01/2010,CTA,SPE,00:00:00
CHFXFUTUCHFMIXINSSPECTA,CTA,FUTU,Futures,FX,chf curncy,CHF,INS,Switzerland,CH,DM,CTA flows in CHF/USD futures,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Switzerland/FX/Futures/Mixed/Institutional/Speculative/CTA/CHFXFUTUCHFMIXINSSPECTA.csv,1,CTA CHF,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUW1MIXINSSPECTA,CTA,FUTU,Futures,COM,w 1 comdty,W1,INS,Global,GL,DM,CTA flows in Wheat futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUW1MIXINSSPECTA.csv,1,CTA Wheat,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUC1MIXINSSPECTA,CTA,FUTU,Futures,COM,c 1 comdty,C1,INS,Global,GL,DM,CTA flows in Corn futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUC1MIXINSSPECTA.csv,1,CTA Corn,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUCT1MIXINSSPECTA,CTA,FUTU,Futures,COM,ct1 comdty,CT1,INS,Global,GL,DM,CTA flows in Cotton  futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUCT1MIXINSSPECTA.csv,1,CTA Cotton ,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUCL1MIXINSSPECTA,CTA,FUTU,Futures,COM,cl1 comdty,CL1,INS,Global,GL,DM,CTA flows in WTI Crude futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUCL1MIXINSSPECTA.csv,1,CTA WTI Crude,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUCO1MIXINSSPECTA,CTA,FUTU,Futures,COM,co1 comdty,CO1,INS,Global,GL,DM,CTA flows in Brent futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUCO1MIXINSSPECTA.csv,1,CTA Brent,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUNG1MIXINSSPECTA,CTA,FUTU,Futures,COM,ng1 comdty,NG1,INS,Global,GL,DM,CTA flows in Natural Gas futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUNG1MIXINSSPECTA.csv,1,CTA Natural Gas,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUQS1MIXINSSPECTA,CTA,FUTU,Futures,COM,qs1 comdty,QS1,INS,Global,GL,DM,CTA flows in Gas OIl futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUQS1MIXINSSPECTA.csv,1,CTA Gas OIl,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUHO1MIXINSSPECTA,CTA,FUTU,Futures,COM,ho1 comdty,HO1,INS,Global,GL,DM,CTA flows in Heating Oil futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUHO1MIXINSSPECTA.csv,1,CTA Heating Oil,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUXB1MIXINSSPECTA,CTA,FUTU,Futures,COM,xb1 comdty,XB1,INS,Global,GL,DM,CTA flows in Gasoline futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUXB1MIXINSSPECTA.csv,1,CTA Gasoline,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUSCOMIXINSSPECTA,CTA,FUTU,Futures,COM,sco1 comdty,SCO,INS,Global,GL,DM,CTA flows in Iron ore futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUSCOMIXINSSPECTA.csv,1,CTA Iron ore,MIX,Global,,14/05/2014,CTA,SPE,00:00:00
GLCOMFUTULA1MIXINSSPECTA,CTA,FUTU,Futures,COM,la1 comdty,LA1,INS,Global,GL,DM,CTA positioning in Aluminium futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTULA1MIXINSSPECTA.csv,1,CTA Aluminium,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
NOFXFUTUNOKMIXINSSPECTA,CTA,FUTU,Futures,FX,nok curncy,NOK,INS,Norway,NO,DM,CTA flows in NOK/USD forward,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Norway/FX/Futures/Mixed/Institutional/Speculative/CTA/NOFXFUTUNOKMIXINSSPECTA.csv,1,CTA NOK,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
SEFXFUTUSEKMIXINSSPECTA,CTA,FUTU,Futures,FX,sek curncy,SEK,INS,Sweden,SE,DM,CTA flows in SEK/USD forward,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Sweden/FX/Futures/Mixed/Institutional/Speculative/CTA/SEFXFUTUSEKMIXINSSPECTA.csv,1,CTA SEK,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
HUFXFUTUHUFMIXINSSPECTA,CTA,FUTU,Futures,FX,huf curncy,HUF,INS,Hungary,HU,EM,CTA flows in HUF/USD forward,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/EM/Hungary/FX/Futures/Mixed/Institutional/Speculative/CTA/HUFXFUTUHUFMIXINSSPECTA.csv,1,CTA HUF,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
PLFXFUTUPLNMIXINSSPECTA,CTA,FUTU,Futures,FX,pln curncy,PLN,INS,Poland,PL,EM,CTA flows in PLN/USD forward,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/EM/Poland/FX/Futures/Mixed/Institutional/Speculative/CTA/PLFXFUTUPLNMIXINSSPECTA.csv,1,CTA PLN,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
INFXFUTUINRMIXINSSPECTA,CTA,FUTU,Futures,FX,inr curncy,INR,INS,India,IN,EM,CTA flows in INR/USD  forward,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/India/FX/Futures/Mixed/Institutional/Speculative/CTA/INFXFUTUINRMIXINSSPECTA.csv,1,CTA INR ,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
CNFXFUTUCNHMIXINSSPECTA,CTA,FUTU,Futures,FX,cnh curncy,CNH,INS,China,CN,EM,CTA flows in CNH/USD forward,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/China/FX/Futures/Mixed/Institutional/Speculative/CTA/CNFXFUTUCNHMIXINSSPECTA.csv,1,CTA CNH,MIX,Asia ex-JP,,11/09/2011,CTA,SPE,00:00:00
GLCOMFUTUPL1MIXINSSPECTA,CTA,FUTU,Futures,COM,pl1 comdty,PL1,INS,Global,GL,DM,CTA flows in Platinum futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUPL1MIXINSSPECTA.csv,1,CTA Platinum,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUPA1MIXINSSPECTA,CTA,FUTU,Futures,COM,pa1 comdty,PA1,INS,Global,GL,DM,CTA flows in Palladium futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUPA1MIXINSSPECTA.csv,1,CTA Palladium,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUS1MIXINSSPECTA,CTA,FUTU,Futures,COM,s 1 comdty,S1,INS,Global,GL,DM,CTA flows in Soybean futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUS1MIXINSSPECTA.csv,1,CTA Soybean,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUBO1MIXINSSPECTA,CTA,FUTU,Futures,COM,bo1 comdty,BO1,INS,Global,GL,DM,CTA flows in Soybean Oil futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUBO1MIXINSSPECTA.csv,1,CTA Soybean Oil,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUSM1MIXINSSPECTA,CTA,FUTU,Futures,COM,sm1 comdty,SM1,INS,Global,GL,DM,CTA flows in Soybean Meal futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUSM1MIXINSSPECTA.csv,1,CTA Soybean Meal,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUSB1MIXINSSPECTA,CTA,FUTU,Futures,COM,sb1 comdty,SB1,INS,Global,GL,DM,CTA flows in Sugar futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUSB1MIXINSSPECTA.csv,1,CTA Sugar,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUKC1MIXINSSPECTA,CTA,FUTU,Futures,COM,kc1 comdty,KC1,INS,Global,GL,DM,CTA flows in Coffee futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUKC1MIXINSSPECTA.csv,1,CTA Coffee,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
USFIFUTUSFRMIXINSSPECTA,CTA,FUTU,Futures,FI,sfr3 comdty,SFR,INS,US,US,DM,CTA flows in 3-month SOFR futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUSFRMIXINSSPECTA.csv,1,CTA 3-month SOFR,MIX,,,19/05/2019,CTA,SPE,00:00:00
