series_id,model_id,asset_code,asset_subtype,asset_type,benchmark,benchmark_code,category_code,country,country_code,dm_em,description,frequency,geography,investor_category,investor_origin,investor_subtype,investor_type,key,lag,name,origin_code,region,sector,start_date,subtype_code,type_code,update_time
USFIFUTUSERMIXINSSPECTA,CTA,FUTU,Futures,FI,ser3 comdty,SER,INS,US,US,DM,CTA flows in 1-month SOFR futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUSERMIXINSSPECTA.csv,1,CTA 1-month SOFR,MIX,,,19/06/2019,CTA,SPE,00:00:00
USFIFUTUFF3MIXINSSPECTA,CTA,FUTU,Futures,FI,ff3 comdty,FF3,INS,US,US,DM,CTA flows in FED Fund 30 day futures,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/CTA/USFIFUTUFF3MIXINSSPECTA.csv,1,CTA FED Fund 30 day,MIX,,,10/01/2010,CTA,SPE,00:00:00
USEQFUTUMFSMIXINSSPERP,RP,FUTU,Futures,EQ,mfs1 index,MFS,INS,US,US,DM,Risk Parity funds flows in MSCI EAFE futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/USEQFUTUMFSMIXINSSPERP.csv,1,Risk Parity Funds MSCI EAFE ,MIX,,,10/09/2010,RP,SPE,00:00:00
EMEQFUTUMESMIXINSSPERP,RP,FUTU,Futures,EQ,mes1 index,MES,INS,Mixed,EM,EM,Risk Parity funds flows in MSCI EM  futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/EM/Mixed/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/EMEQFUTUMESMIXINSSPERP.csv,1,Risk Parity Funds MSCI EM  ,MIX,Global,,10/09/2010,RP,SPE,00:00:00
USEQFUTUDM1MIXINSSPERP,RP,FUTU,Futures,EQ,dm1 index,DM1,INS,US,US,DM,Risk Parity funds flows in DIJA Mini  futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/USEQFUTUDM1MIXINSSPERP.csv,1,Risk Parity Funds DIJA Mini  ,MIX,,,10/01/2010,RP,SPE,00:00:00
USEQFUTUES1MIXINSSPERP,RP,FUTU,Futures,EQ,es1 index,ES1,INS,US,US,DM,Risk Parity funds flows in S&P500 E-mini futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/USEQFUTUES1MIXINSSPERP.csv,1,Risk Parity Funds S&P500 E-mini ,MIX,,,10/01/2010,RP,SPE,00:00:00
USEQFUTUNQ1MIXINSSPERP,RP,FUTU,Futures,EQ,nq1 index,NQ1,INS,US,US,DM,Risk Parity funds flows in Nasdaq 100 E-mini futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/USEQFUTUNQ1MIXINSSPERP.csv,1,Risk Parity Funds Nasdaq 100 E-mini ,MIX,,,10/01/2010,RP,SPE,00:00:00
USEQFUTUFA1MIXINSSPERP,RP,FUTU,Futures,EQ,fa1 index,FA1,INS,US,US,DM,Risk Parity funds flows in S&P Mid 400 E-mini futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/USEQFUTUFA1MIXINSSPERP.csv,1,Risk Parity Funds S&P Mid 400 E-mini ,MIX,,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTULX1MIXINSSPECTA,CTA,FUTU,Futures,COM,lx1 comdty,LX1,INS,Global,GL,DM,CTA flows in Zinc futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTULX1MIXINSSPECTA.csv,1,CTA Zinc,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTULN1MIXINSSPECTA,CTA,FUTU,Futures,COM,ln1 comdty,LN1,INS,Global,GL,DM,CTA flows in Nickel futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTULN1MIXINSSPECTA.csv,1,CTA Nickel,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTULL1MIXINSSPECTA,CTA,FUTU,Futures,COM,ll1 comdty,LL1,INS,Global,GL,DM,CTA flows in Lead futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTULL1MIXINSSPECTA.csv,1,CTA Lead,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTULT1MIXINSSPECTA,CTA,FUTU,Futures,COM,lt1 comdty,LT1,INS,Global,GL,DM,CTA flows in Tin futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTULT1MIXINSSPECTA.csv,1,CTA Tin,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUGC1MIXINSSPECTA,CTA,FUTU,Futures,COM,gc1 comdty,GC1,INS,Global,GL,DM,CTA flows into Gold futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUGC1MIXINSSPECTA.csv,1,CTA Gold,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUSI1MIXINSSPECTA,CTA,FUTU,Futures,COM,si1 comdty,SI1,INS,Global,GL,DM,CTA flows in Silver futures,Daily,GLOBAL,Institutional,Mixed,CTA,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/CTA/GLCOMFUTUSI1MIXINSSPECTA.csv,1,CTA Silver,MIX,Global,,10/01/2010,CTA,SPE,00:00:00
FREQFUTUCF1MIXINSSPERP,RP,FUTU,Futures,EQ,cf1 index,CF1,INS,France,FR,DM,Risk Parity funds flows in CAC 40 Index futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/France/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/FREQFUTUCF1MIXINSSPERP.csv,1,Risk Parity Funds CAC 40 Index ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
ITEQFUTUST1MIXINSSPERP,RP,FUTU,Futures,EQ,st1 index,ST1,INS,Italy,IT,DM,Risk Parity funds flows in FTSE/MIB futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Italy/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/ITEQFUTUST1MIXINSSPERP.csv,1,Risk Parity Funds FTSE/MIB ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
NLEQFUTUEO1MIXINSSPERP,RP,FUTU,Futures,EQ,eo1 index,EO1,INS,Netherlands,NL,DM,Risk Parity funds flows in AEX futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Netherlands/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/NLEQFUTUEO1MIXINSSPERP.csv,1,Risk Parity Funds AEX ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
SEEQFUTUQC1MIXINSSPERP,RP,FUTU,Futures,EQ,qc1 index,QC1,INS,Sweden,SE,DM,Risk Parity funds flows in OMXS30 futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Sweden/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/SEEQFUTUQC1MIXINSSPERP.csv,1,Risk Parity Funds OMXS30 ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
CHEQFUTUSM1MIXINSSPERP,RP,FUTU,Futures,EQ,sm1 index,SM1,INS,Switzerland,CH,DM,Risk Parity funds flows in SMI futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Switzerland/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/CHEQFUTUSM1MIXINSSPERP.csv,1,Risk Parity Funds SMI ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
ESEQFUTUIB1MIXINSSPERP,RP,FUTU,Futures,EQ,ib1 index,IB1,INS,Spain,ES,DM,Risk Parity funds flows in IBEX futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Spain/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/ESEQFUTUIB1MIXINSSPERP.csv,1,Risk Parity Funds IBEX ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
ZAEQFUTUAI1MIXINSSPERP,RP,FUTU,Futures,EQ,ai1 index,AI1,INS,South-Africa,ZA,EM,Risk Parity funds flows in FTSE/JSE Top 40 futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Africa/EM/South-Africa/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/ZAEQFUTUAI1MIXINSSPERP.csv,1,Risk Parity Funds FTSE/JSE Top 40 ,MIX,Africa,,10/01/2010,RP,SPE,00:00:00
TREQFUTUA51MIXINSSPERP,RP,FUTU,Futures,EQ,a51 index,A51,INS,Turkey,TR,EM,Risk Parity funds flows in BIST futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/EM/Turkey/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/TREQFUTUA51MIXINSSPERP.csv,1,Risk Parity Funds BIST ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
JPEQFUTUNK1MIXINSSPERP,RP,FUTU,Futures,EQ,nk1 index,NK1,INS,Japan,JP,DM,Risk Parity funds flows in Nikkei 225 futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia/DM/Japan/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/JPEQFUTUNK1MIXINSSPERP.csv,1,Risk Parity Funds Nikkei 225 ,MIX,Asia,,10/01/2010,RP,SPE,00:00:00
JPEQFUTUTP1MIXINSSPERP,RP,FUTU,Futures,EQ,tp1 index,TP1,INS,Japan,JP,DM,Risk Parity funds flows in TOPIX futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia/DM/Japan/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/JPEQFUTUTP1MIXINSSPERP.csv,1,Risk Parity Funds TOPIX ,MIX,Asia,,10/01/2010,RP,SPE,00:00:00
CNEQFUTUXU1MIXINSSPERP,RP,FUTU,Futures,EQ,xu1 index,XU1,INS,China,CN,DM,Risk Parity funds flows in FTSE China A50 futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia ex-JP/DM/China/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/CNEQFUTUXU1MIXINSSPERP.csv,1,Risk Parity Funds FTSE China A50 ,MIX,Asia ex-JP,,10/01/2010,RP,SPE,00:00:00
AUEQFUTUXP1MIXINSSPERP,RP,FUTU,Futures,EQ,xp1 index,XP1,INS,Australia,AU,DM,Risk Parity funds flows in ASX futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Oceania/DM/Australia/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/AUEQFUTUXP1MIXINSSPERP.csv,1,Risk Parity Funds ASX ,MIX,Oceania,,10/01/2010,RP,SPE,00:00:00
CNEQFUTUHI1MIXINSSPERP,RP,FUTU,Futures,EQ,hi1 index,HI1,INS,China,CN,EM,Risk Parity funds flows in HSI futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia ex-JP/EM/China/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/CNEQFUTUHI1MIXINSSPERP.csv,1,Risk Parity Funds HSI ,MIX,Asia ex-JP,,10/01/2010,RP,SPE,00:00:00
CNEQFUTUHC1MIXINSSPERP,RP,FUTU,Futures,EQ,hc1 index,HC1,INS,China,CN,EM,Risk Parity funds flows in HSCEI futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia ex-JP/EM/China/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/CNEQFUTUHC1MIXINSSPERP.csv,1,Risk Parity Funds HSCEI ,MIX,Asia ex-JP,,10/01/2010,RP,SPE,00:00:00
CAEQFUTUPT1MIXINSSPERP,RP,FUTU,Futures,EQ,pt1 index,PT1,INS,Canada,CA,DM,Risk Parity funds flows in S&P/TSX 60 I futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/Canada/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/CAEQFUTUPT1MIXINSSPERP.csv,1,Risk Parity Funds S&P/TSX 60 I ,MIX,,,10/01/2010,RP,SPE,00:00:00
BREQFUTUBZ1MIXINSSPERP,RP,FUTU,Futures,EQ,bz1 index,BZ1,INS,Brazil,BR,EM,Risk Parity funds flows in BMF Ibovespa futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/LATAM/EM/Brazil/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/BREQFUTUBZ1MIXINSSPERP.csv,1,Risk Parity Funds BMF Ibovespa ,MIX,LATAM,,10/01/2010,RP,SPE,00:00:00
MXEQFUTUIS1MIXINSSPERP,RP,FUTU,Futures,EQ,is1 index,IS1,INS,Mexico,MX,EM,Risk Parity funds flows in Mexbol futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/LATAM/EM/Mexico/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/MXEQFUTUIS1MIXINSSPERP.csv,1,Risk Parity Funds Mexbol ,MIX,LATAM,,10/01/2010,RP,SPE,00:00:00
EUEQFUTUVG1MIXINSSPERP,RP,FUTU,Futures,EQ,vg1 index,VG1,INS,Mixed,EU,DM,Risk Parity funds flows in EURO STOXX 50 futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Mixed/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/EUEQFUTUVG1MIXINSSPERP.csv,1,Risk Parity Funds EURO STOXX 50 ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
DEEQFUTUGX1MIXINSSPERP,RP,FUTU,Futures,EQ,gx1 index,GX1,INS,Germany,DE,DM,Risk Parity funds flows in DAX futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Germany/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/DEEQFUTUGX1MIXINSSPERP.csv,1,Risk Parity Funds DAX ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
GBEQFUTUZ1MIXINSSPERP,RP,FUTU,Futures,EQ,z 1 index,Z1,INS,UK,GB,DM,Risk Parity funds flows in FTSE 100 futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/UK/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/GBEQFUTUZ1MIXINSSPERP.csv,1,Risk Parity Funds FTSE 100 ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
USFIFUTUTU1MIXINSSPERP,RP,FUTU,Futures,FI,tu1 comdty,TU1,INS,US,US,DM,Risk Parity funds flows in UST 2YR futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/USFIFUTUTU1MIXINSSPERP.csv,1,Risk Parity Funds UST 2YR ,MIX,,,10/01/2010,RP,SPE,00:00:00
TWEQFUTUFT1MIXINSSPERP,RP,FUTU,Futures,EQ,ft1 index,FT1,INS,Taiwan,TW,EM,Risk Parity funds flows in TAIEX futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/TWEQFUTUFT1MIXINSSPERP.csv,1,Risk Parity Funds TAIEX ,MIX,Asia ex-JP,,10/01/2010,RP,SPE,00:00:00
SGEQFUTUQZ1MIXINSSPERP,RP,FUTU,Futures,EQ,qz1 index,QZ1,INS,Singapore,SG,EM,Risk Parity funds flows in MSCI Singapore futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia ex-JP/EM/Singapore/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/SGEQFUTUQZ1MIXINSSPERP.csv,1,Risk Parity Funds MSCI Singapore ,MIX,Asia ex-JP,,10/01/2010,RP,SPE,00:00:00
DEFIFUTUUB1MIXINSSPERP,RP,FUTU,Futures,FI,ub1 comdty,UB1,INS,Germany,DE,DM,Risk Parity funds flows in BUXL 30YR futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Germany/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/DEFIFUTUUB1MIXINSSPERP.csv,1,Risk Parity Funds BUXL 30YR ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
DEFIFUTURX1MIXINSSPERP,RP,FUTU,Futures,FI,rx1 comdty,RX1,INS,Germany,DE,DM,Risk Parity funds flows in BUNDS 10YR futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Germany/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/DEFIFUTURX1MIXINSSPERP.csv,1,Risk Parity Funds BUNDS 10YR ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
DEFIFUTUOE1MIXINSSPERP,RP,FUTU,Futures,FI,oe1 comdty,OE1,INS,Germany,DE,DM,Risk Parity funds flows in BOBL 5YR futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Germany/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/DEFIFUTUOE1MIXINSSPERP.csv,1,Risk Parity Funds BOBL 5YR ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
DEFIFUTUDU1MIXINSSPERP,RP,FUTU,Futures,FI,du1 comdty,DU1,INS,Germany,DE,DM,Risk Parity funds flows in SCHATZ 2YR futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Germany/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/DEFIFUTUDU1MIXINSSPERP.csv,1,Risk Parity Funds SCHATZ 2YR ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
FRFIFUTUOATMIXINSSPERP,RP,FUTU,Futures,FI,oat1 comdty,OAT,INS,France,FR,DM,Risk Parity funds flows in OAT 10YR futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/France/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/FRFIFUTUOATMIXINSSPERP.csv,1,Risk Parity Funds OAT 10YR ,MIX,Europe,,13/04/2013,RP,SPE,00:00:00
ITFIFUTUIK1MIXINSSPERP,RP,FUTU,Futures,FI,ik1 comdty,IK1,INS,Italy,IT,DM,Risk Parity funds flows in BTP 10YR futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/Italy/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/ITFIFUTUIK1MIXINSSPERP.csv,1,Risk Parity Funds BTP 10YR ,MIX,Europe,,10/09/2010,RP,SPE,00:00:00
GBFIFUTUG1MIXINSSPERP,RP,FUTU,Futures,FI,g 1 comdty,G1,INS,UK,GB,DM,Risk Parity funds flows in Gilts 10YR futures,Daily,EMEA,Institutional,Mixed,Risk Parity,Speculative,EMEA/Europe/DM/UK/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/GBFIFUTUG1MIXINSSPERP.csv,1,Risk Parity Funds Gilts 10YR ,MIX,Europe,,10/01/2010,RP,SPE,00:00:00
JPFIFUTUJB1MIXINSSPERP,RP,FUTU,Futures,FI,jb1 comdty,JB1,INS,Japan,JP,DM,Risk Parity funds flows in JGB 10YR futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia/DM/Japan/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/JPFIFUTUJB1MIXINSSPERP.csv,1,Risk Parity Funds JGB 10YR ,MIX,Asia,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTUW1MIXINSSPERP,RP,FUTU,Futures,COM,w 1 comdty,W1,INS,Global,GL,DM,Risk Parity funds flows in Wheat futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTUW1MIXINSSPERP.csv,1,Risk Parity Funds Wheat ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTUC1MIXINSSPERP,RP,FUTU,Futures,COM,c 1 comdty,C1,INS,Global,GL,DM,Risk Parity funds flows in Corn futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTUC1MIXINSSPERP.csv,1,Risk Parity Funds Corn ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
INEQFUTUNZ1MIXINSSPERP,RP,FUTU,Futures,EQ,nz1 index,NZ1,INS,India,IN,EM,Risk Parity funds flows in NIFTY futures,Daily,APAC,Institutional,Mixed,Risk Parity,Speculative,APAC/Asia ex-JP/EM/India/EQ/Futures/Mixed/Institutional/Speculative/Risk Parity/INEQFUTUNZ1MIXINSSPERP.csv,1,Risk Parity Funds NIFTY ,MIX,Asia ex-JP,,10/01/2010,RP,SPE,00:00:00
USFIFUTUWN1MIXINSSPERP,RP,FUTU,Futures,FI,wn1 comdty,WN1,INS,US,US,DM,Risk Parity funds flows in UST Ultra Bond futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/USFIFUTUWN1MIXINSSPERP.csv,1,Risk Parity Funds UST Ultra Bond ,MIX,,,11/01/2011,RP,SPE,00:00:00
USFIFUTUUS1MIXINSSPERP,RP,FUTU,Futures,FI,us1 comdty,US1,INS,US,US,DM,Risk Parity funds flows in UST Long Bond futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/USFIFUTUUS1MIXINSSPERP.csv,1,Risk Parity Funds UST Long Bond ,MIX,,,10/01/2010,RP,SPE,00:00:00
USFIFUTUFV1MIXINSSPERP,RP,FUTU,Futures,FI,fv1 comdty,FV1,INS,US,US,DM,Risk Parity funds flows in UST 5Y futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/USFIFUTUFV1MIXINSSPERP.csv,1,Risk Parity Funds UST 5Y ,MIX,,,10/01/2010,RP,SPE,00:00:00
CAFIFUTUCN1MIXINSSPERP,RP,FUTU,Futures,FI,cn1 comdty,CN1,INS,Canada,CA,DM,Risk Parity funds flows in CAD 10YR futures,Daily,AMER,Institutional,Mixed,Risk Parity,Speculative,AMER/NA/DM/Canada/FI/Futures/Mixed/Institutional/Speculative/Risk Parity/CAFIFUTUCN1MIXINSSPERP.csv,1,Risk Parity Funds CAD 10YR ,MIX,,,10/01/2010,CTA,SPE,00:00:00
GLCOMFUTUSCOMIXINSSPERP,RP,FUTU,Futures,COM,sco1 comdty,SCO,INS,Global,GL,DM,Risk Parity funds flows in Iron ore futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTUSCOMIXINSSPERP.csv,1,Risk Parity Funds Iron ore ,MIX,Global,,14/05/2014,RP,SPE,00:00:00
GLCOMFUTULA1MIXINSSPERP,RP,FUTU,Futures,COM,la1 comdty,LA1,INS,Global,GL,DM,Risk Parity funds positioning in Aluminium futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTULA1MIXINSSPERP.csv,1,Risk Parity Funds Aluminium ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTUHG1MIXINSSPERP,RP,FUTU,Futures,COM,hg1 comdty,HG1,INS,Global,GL,DM,Risk Parity funds flows in Copper futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTUHG1MIXINSSPERP.csv,1,Risk Parity Funds Copper ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTULX1MIXINSSPERP,RP,FUTU,Futures,COM,lx1 comdty,LX1,INS,Global,GL,DM,Risk Parity funds flows in Zinc futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTULX1MIXINSSPERP.csv,1,Risk Parity Funds Zinc ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTULN1MIXINSSPERP,RP,FUTU,Futures,COM,ln1 comdty,LN1,INS,Global,GL,DM,Risk Parity funds flows in Nickel futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTULN1MIXINSSPERP.csv,1,Risk Parity Funds Nickel ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTULL1MIXINSSPERP,RP,FUTU,Futures,COM,ll1 comdty,LL1,INS,Global,GL,DM,Risk Parity funds flows in Lead futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTULL1MIXINSSPERP.csv,1,Risk Parity Funds Lead ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTULT1MIXINSSPERP,RP,FUTU,Futures,COM,lt1 comdty,LT1,INS,Global,GL,DM,Risk Parity funds flows in Tin futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTULT1MIXINSSPERP.csv,1,Risk Parity Funds Tin ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTUGC1MIXINSSPERP,RP,FUTU,Futures,COM,gc1 comdty,GC1,INS,Global,GL,DM,Risk Parity funds flows into Gold futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTUGC1MIXINSSPERP.csv,1,Risk Parity Funds Gold ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
GLCOMFUTUSI1MIXINSSPERP,RP,FUTU,Futures,COM,si1 comdty,SI1,INS,Global,GL,DM,Risk Parity funds flows in Silver futures,Daily,GLOBAL,Institutional,Mixed,Risk Parity,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Risk Parity/GLCOMFUTUSI1MIXINSSPERP.csv,1,Risk Parity Funds Silver ,MIX,Global,,10/01/2010,RP,SPE,00:00:00
